epoch,accuracy,loss,val_accuracy,val_loss
0,0.03252032399177551,3.178354263305664,0.06122449040412903,2.9231088161468506
1,0.17073170840740204,2.206987142562866,0.08163265138864517,2.8514020442962646
2,0.2398373931646347,1.687476396560669,0.10204081982374191,2.8496124744415283
3,0.2804878056049347,1.41782808303833,0.08163265138864517,2.8295891284942627
4,0.3008130192756653,1.2656688690185547,0.10204081982374191,2.7927215099334717
5,0.37804877758026123,1.0581971406936646,0.12244898080825806,2.7318930625915527
6,0.42276424169540405,0.9135847687721252,0.1428571492433548,2.670419692993164
7,0.5162601470947266,0.773585855960846,0.18367347121238708,2.631845235824585
8,0.5365853905677795,0.690253496170044,0.18367347121238708,2.583904981613159
9,0.5813007950782776,0.6150492429733276,0.18367347121238708,2.5708627700805664
10,0.5406504273414612,0.602499783039093,0.16326530277729034,2.5434281826019287
11,0.6585366129875183,0.4990110695362091,0.16326530277729034,2.516131639480591
12,0.6991869807243347,0.46820566058158875,0.1428571492433548,2.4581353664398193
13,0.6626016497612,0.435858815908432,0.20408163964748383,2.412717819213867
14,0.727642297744751,0.42938846349716187,0.22448979318141937,2.369004249572754
15,0.792682945728302,0.35409247875213623,0.22448979318141937,2.3547496795654297
16,0.7764227390289307,0.33781033754348755,0.2448979616165161,2.364027261734009
17,0.8008130192756653,0.31708893179893494,0.2448979616165161,2.374544858932495
18,0.8089430928230286,0.2669042944908142,0.30612245202064514,2.389857769012451
19,0.857723593711853,0.263772577047348,0.26530611515045166,2.387363910675049
20,0.857723593711853,0.23379532992839813,0.2448979616165161,2.375746726989746
21,0.8658536672592163,0.22820992767810822,0.22448979318141937,2.3531417846679688
22,0.9024389982223511,0.19705888628959656,0.2448979616165161,2.3251731395721436
23,0.922764241695404,0.16818155348300934,0.26530611515045166,2.309671401977539
24,0.9593495726585388,0.1553911715745926,0.2448979616165161,2.3097102642059326
25,0.9390243887901306,0.1469130963087082,0.2448979616165161,2.31221604347229
26,0.9552845358848572,0.1398448646068573,0.2448979616165161,2.2819480895996094
27,0.9552845358848572,0.13748541474342346,0.22448979318141937,2.2791972160339355
28,0.9634146094322205,0.1107177808880806,0.22448979318141937,2.2960638999938965
29,0.9552845358848572,0.10695497691631317,0.26530611515045166,2.309504985809326
30,0.9796748161315918,0.1022530049085617,0.26530611515045166,2.3065054416656494
31,0.9796748161315918,0.07726029306650162,0.2857142984867096,2.298888683319092
32,0.9796748161315918,0.08713014423847198,0.26530611515045166,2.3239498138427734
33,0.9715447425842285,0.0827886164188385,0.26530611515045166,2.3508141040802
34,0.9796748161315918,0.07555129379034042,0.2448979616165161,2.2990827560424805
35,0.9715447425842285,0.07329026609659195,0.26530611515045166,2.300968885421753
36,0.9878048896789551,0.0646180734038353,0.26530611515045166,2.3083138465881348
37,0.9796748161315918,0.06461585313081741,0.26530611515045166,2.345703363418579
38,0.9837398529052734,0.05436393991112709,0.2857142984867096,2.341897964477539
39,0.9878048896789551,0.050696879625320435,0.26530611515045166,2.339505195617676
40,1.0,0.04208847135305405,0.30612245202064514,2.3527987003326416
