epoch,accuracy,loss,val_accuracy,val_loss
0,0.11788617819547653,3.2199277877807617,0.1428571492433548,2.7842376232147217
1,0.15853658318519592,3.1919357776641846,0.2448979616165161,2.7225189208984375
2,0.11382114142179489,3.054105758666992,0.18367347121238708,2.78767991065979
3,0.12195122241973877,3.202568769454956,0.2448979616165161,2.67195463180542
4,0.13414634764194489,3.213198184967041,0.18367347121238708,2.6300244331359863
5,0.1463414579629898,3.181560754776001,0.26530611515045166,2.652190923690796
6,0.13821138441562653,2.9621522426605225,0.20408163964748383,2.623941421508789
7,0.13008129596710205,3.0624642372131348,0.16326530277729034,2.6696927547454834
8,0.08130080997943878,3.29038143157959,0.10204081982374191,2.676394462585449
9,0.11382114142179489,2.998728036880493,0.040816325694322586,2.728599786758423
10,0.11788617819547653,3.06842303276062,0.040816325694322586,2.745347738265991
11,0.056910570710897446,3.0132317543029785,0.06122449040412903,2.7482991218566895
12,0.0934959352016449,2.763796329498291,0.020408162847161293,2.768305778503418
13,0.07723577320575714,3.003710985183716,0.06122449040412903,2.732985734939575
14,0.1260162591934204,2.949557065963745,0.06122449040412903,2.753739356994629
15,0.06910569220781326,3.13070011138916,0.020408162847161293,2.811065912246704
16,0.08943089097738266,2.944456100463867,0.040816325694322586,2.8048837184906006
17,0.11382114142179489,2.8926658630371094,0.06122449040412903,2.797065019607544
18,0.04878048598766327,2.9784963130950928,0.06122449040412903,2.794060230255127
19,0.056910570710897446,2.9363410472869873,0.10204081982374191,2.8431081771850586
20,0.08536585420370102,2.9636170864105225,0.08163265138864517,2.8167340755462646
21,0.08943089097738266,2.7661004066467285,0.08163265138864517,2.8154289722442627
22,0.07723577320575714,2.8949975967407227,0.10204081982374191,2.8187317848205566
23,0.07723577320575714,2.9395320415496826,0.08163265138864517,2.819389581680298
24,0.0731707289814949,3.0795600414276123,0.08163265138864517,2.822495222091675
25,0.09756097197532654,2.9914467334747314,0.10204081982374191,2.8202919960021973
26,0.10162601619958878,2.825589179992676,0.06122449040412903,2.832531452178955
27,0.06504064798355103,2.9799325466156006,0.08163265138864517,2.8318686485290527
28,0.08130080997943878,2.911602735519409,0.08163265138864517,2.8454651832580566
29,0.056910570710897446,2.8609883785247803,0.08163265138864517,2.8414039611816406
30,0.0934959352016449,2.880028009414673,0.06122449040412903,2.841825246810913
31,0.08943089097738266,2.9502463340759277,0.06122449040412903,2.8386690616607666
32,0.060975611209869385,2.809992790222168,0.06122449040412903,2.8567938804626465
33,0.05284553021192551,2.767091751098633,0.06122449040412903,2.870438575744629
34,0.06504064798355103,2.8390257358551025,0.06122449040412903,2.86772084236145
35,0.05284553021192551,2.919600248336792,0.06122449040412903,2.8391268253326416
36,0.0731707289814949,2.8555009365081787,0.06122449040412903,2.827486276626587
37,0.05284553021192551,2.8502461910247803,0.06122449040412903,2.8313376903533936
38,0.0731707289814949,2.765669822692871,0.08163265138864517,2.744722366333008
39,0.11382114142179489,2.7191715240478516,0.10204081982374191,2.749559164047241
40,0.10975609719753265,2.8423891067504883,0.08163265138864517,2.7649810314178467
41,0.0731707289814949,2.875086784362793,0.08163265138864517,2.796272039413452
42,0.08130080997943878,2.7883405685424805,0.06122449040412903,2.827974796295166
43,0.08130080997943878,2.9186315536499023,0.06122449040412903,2.8364973068237305
44,0.08943089097738266,2.5837416648864746,0.040816325694322586,2.850489377975464
45,0.07723577320575714,2.9990522861480713,0.040816325694322586,2.8492226600646973
46,0.06910569220781326,2.7333123683929443,0.040816325694322586,2.8367044925689697
47,0.08536585420370102,2.7191431522369385,0.040816325694322586,2.816554069519043
48,0.10569106042385101,2.7023072242736816,0.06122449040412903,2.8068723678588867
49,0.08536585420370102,2.7954115867614746,0.020408162847161293,2.807072162628174
50,0.07723577320575714,2.697298288345337,0.020408162847161293,2.8155038356781006
51,0.12195122241973877,2.6959989070892334,0.040816325694322586,2.837312698364258
52,0.08536585420370102,2.6312551498413086,0.040816325694322586,2.8486409187316895
53,0.08130080997943878,2.7055490016937256,0.040816325694322586,2.849675416946411
54,0.060975611209869385,2.718876361846924,0.040816325694322586,2.846980571746826
55,0.04471544548869133,2.869887113571167,0.0,2.95048189163208
56,0.08943089097738266,2.659137725830078,0.0,2.9784321784973145
57,0.04878048598766327,2.764692544937134,0.0,2.94350004196167
58,0.06910569220781326,2.712083101272583,0.0,2.9237537384033203
59,0.0731707289814949,2.677131175994873,0.0,2.9120607376098633
