epoch,accuracy,loss,val_accuracy,val_loss
0,0.07723577320575714,3.076307773590088,0.10204081982374191,2.8346903324127197
1,0.19105690717697144,2.0894453525543213,0.1428571492433548,2.7910714149475098
2,0.22764228284358978,1.7419407367706299,0.08163265138864517,2.800612688064575
3,0.3008130192756653,1.4393842220306396,0.10204081982374191,2.8006908893585205
4,0.3333333432674408,1.1649937629699707,0.1428571492433548,2.727158546447754
5,0.40243902802467346,0.9536851048469543,0.12244898080825806,2.669069766998291
6,0.4471544623374939,0.8578326106071472,0.10204081982374191,2.627373456954956
7,0.5121951103210449,0.777510941028595,0.10204081982374191,2.641564130783081
8,0.5609756112098694,0.6479013562202454,0.12244898080825806,2.599668264389038
9,0.565040647983551,0.5907437205314636,0.18367347121238708,2.513195037841797
10,0.6544715166091919,0.523979127407074,0.20408163964748383,2.4851937294006348
11,0.7032520174980164,0.47326090931892395,0.22448979318141937,2.4632341861724854
12,0.7398374080657959,0.4530145525932312,0.20408163964748383,2.4633595943450928
13,0.7804877758026123,0.38300490379333496,0.20408163964748383,2.535137176513672
14,0.7845528721809387,0.33290597796440125,0.18367347121238708,2.49483323097229
15,0.8170731663703918,0.31905636191368103,0.20408163964748383,2.4906725883483887
16,0.8495935201644897,0.25652310252189636,0.2448979616165161,2.4448447227478027
17,0.8536585569381714,0.2631131708621979,0.22448979318141937,2.4451794624328613
18,0.8373983502388,0.2627454102039337,0.22448979318141937,2.422997236251831
19,0.8861788511276245,0.22467464208602905,0.26530611515045166,2.4109554290771484
20,0.8983739614486694,0.20202943682670593,0.26530611515045166,2.417518377304077
21,0.8902438879013062,0.19356408715248108,0.2857142984867096,2.4483044147491455
22,0.9105691313743591,0.17615291476249695,0.26530611515045166,2.519484758377075
23,0.9390243887901306,0.15471282601356506,0.2448979616165161,2.5510339736938477
24,0.9186992049217224,0.14425823092460632,0.30612245202064514,2.498955726623535
25,0.9471544623374939,0.13582071661949158,0.30612245202064514,2.4831557273864746
26,0.9634146094322205,0.11792106181383133,0.2448979616165161,2.5167453289031982
27,0.9593495726585388,0.10373245179653168,0.22448979318141937,2.5442280769348145
28,0.9715447425842285,0.09954626858234406,0.30612245202064514,2.5505170822143555
29,0.9552845358848572,0.10012995451688766,0.2857142984867096,2.534722328186035
30,0.9634146094322205,0.09208355098962784,0.2857142984867096,2.549839973449707
31,0.9796748161315918,0.0859990268945694,0.26530611515045166,2.5383565425872803
32,0.9878048896789551,0.06634943932294846,0.2448979616165161,2.5263853073120117
33,0.9918699264526367,0.06391092389822006,0.30612245202064514,2.535691738128662
34,0.9878048896789551,0.06774094700813293,0.26530611515045166,2.5808279514312744
35,0.9674796462059021,0.06794422119855881,0.30612245202064514,2.585376262664795
36,0.9878048896789551,0.062253229320049286,0.30612245202064514,2.6113948822021484
37,0.9878048896789551,0.04775915667414665,0.30612245202064514,2.6671316623687744
38,0.9959349632263184,0.04897423833608627,0.2857142984867096,2.660395383834839
39,1.0,0.04833609238266945,0.2857142984867096,2.641439437866211
40,0.9918699264526367,0.04385846480727196,0.2857142984867096,2.6428935527801514
41,0.9959349632263184,0.039636705070734024,0.30612245202064514,2.6629726886749268
42,0.9959349632263184,0.03395775705575943,0.3265306055545807,2.7035481929779053
43,0.9959349632263184,0.03734274208545685,0.30612245202064514,2.725950241088867
44,1.0,0.029466934502124786,0.30612245202064514,2.7341177463531494
45,0.9959349632263184,0.027426691725850105,0.3265306055545807,2.771052360534668
46,0.9918699264526367,0.03139939531683922,0.30612245202064514,2.8150475025177
47,1.0,0.026202695444226265,0.3469387888908386,2.8326213359832764
48,0.9959349632263184,0.029627472162246704,0.30612245202064514,2.8641562461853027
49,1.0,0.02358672022819519,0.2857142984867096,2.8930695056915283
50,1.0,0.0264398455619812,0.2857142984867096,2.8961286544799805
51,0.9959349632263184,0.023705704137682915,0.26530611515045166,2.938812255859375
52,1.0,0.023261573165655136,0.26530611515045166,2.9543795585632324
53,0.9959349632263184,0.01881575956940651,0.26530611515045166,2.9651103019714355
54,1.0,0.022688264027237892,0.26530611515045166,2.9452614784240723
55,0.9959349632263184,0.02232707105576992,0.2448979616165161,2.988396406173706
56,0.9959349632263184,0.02386016771197319,0.2448979616165161,2.9811995029449463
57,1.0,0.022665543481707573,0.22448979318141937,2.962082862854004
58,0.9959349632263184,0.02455800399184227,0.26530611515045166,2.9309070110321045
59,1.0,0.02054932713508606,0.30612245202064514,2.9746885299682617
60,0.9959349632263184,0.017870325595140457,0.30612245202064514,2.971342086791992
61,1.0,0.019056091085076332,0.2857142984867096,2.996504068374634
62,1.0,0.017651455476880074,0.3265306055545807,3.021721124649048
63,1.0,0.01988847367465496,0.30612245202064514,3.038003921508789
64,0.9959349632263184,0.014850297942757607,0.2857142984867096,3.0185396671295166
65,1.0,0.014708437025547028,0.30612245202064514,3.079627752304077
66,1.0,0.014520185068249702,0.30612245202064514,3.061239719390869
67,1.0,0.013832640834152699,0.3265306055545807,3.009045124053955
68,1.0,0.01363002136349678,0.3265306055545807,2.97917103767395
69,0.9959349632263184,0.016824781894683838,0.3469387888908386,2.906252384185791
